contact_id,session_id,topic_name,business_unit,application_channel,language,num_turns,contained,escalated_to_agent,csat_score,queue_name,session_duration_seconds,confidence_score,derived_resolution_score,session_start
CONT-CA644B2C,SESS-66D89D21,Billing Inquiry,Retail,Mobile App,es,19,1,0,,,388,0.6457,0.752,2026-03-11T04:21:35
CONT-A2A5BB3B,SESS-7F700269,Password Reset,Healthcare,Web,en,12,1,0,1.2,,333,0.7252,0.6621,2026-03-21T18:25:30
CONT-F68A3ED3,SESS-76525FAB,Loyalty Program,Financial Services,Mobile App,fr,13,1,0,,,408,0.4108,0.5876,2026-03-28T10:14:22
CONT-6E5906CE,SESS-93EF4AFB,Account Management,Travel,IVR,en,14,0,0,,,662,0.4845,0.3391,2026-03-15T06:06:05
CONT-781C545A,SESS-CD93E093,General Inquiry,Technology,Partner API,en,5,0,0,,,214,0.3082,0.2157,2026-03-16T02:54:52
CONT-DC0A3A69,SESS-DC709470,Loyalty Program,Healthcare,Web,en,12,0,1,,Billing-Ops,3108,0.9505,0.6654,2026-03-30T15:27:09
CONT-DDA92D66,SESS-1C586BAD,General Inquiry,Retail,Kiosk,es,8,0,0,3.6,,284,0.534,0.4296,2026-03-08T00:31:31
CONT-27CFE477,SESS-5778757A,Order Status,Financial Services,Kiosk,zh,17,1,0,4.5,,589,0.6866,0.8446,2026-04-05T08:13:57
CONT-B32EC519,SESS-84E70EC7,Product Support,Travel,Mobile App,en,13,1,0,,,670,0.4016,0.5811,2026-03-29T08:31:22
CONT-242B49EE,SESS-8BBF9AFA,Billing Inquiry,Retail,IVR,en,4,1,0,3.4,,381,0.715,0.79,2026-03-19T19:47:10
CONT-A3EA9C1E,SESS-C984EA5A,Product Support,Financial Services,IVR,en,7,1,0,3.5,,220,0.5792,0.7417,2026-03-16T13:41:31
CONT-2B9E3595,SESS-A5DC7A8A,Technical Troubleshooting,Retail,Kiosk,en,5,1,0,,,314,0.994,0.9958,2026-03-28T04:49:16
CONT-E833E10D,SESS-7BB3121B,Loyalty Program,Travel,Web,en,1,1,0,,,29,0.7048,0.7934,2026-03-07T14:25:59
CONT-8850FF50,SESS-347697E9,Billing Inquiry,Healthcare,Web,en,3,1,0,,,147,0.5476,0.6833,2026-04-03T20:42:57
CONT-69C669DE,SESS-8F5DEC3B,Returns & Refunds,Financial Services,IVR,en,20,1,0,,,373,0.7996,0.8597,2026-03-13T11:08:05
CONT-96DB7730,SESS-C71930B4,Account Management,Travel,Partner API,en,18,1,0,,,332,0.5001,0.6501,2026-03-22T22:18:14
CONT-48FDF123,SESS-B38DA346,Product Support,Retail,Mobile App,es,14,0,1,2.9,Billing-Ops,1671,0.6911,0.4504,2026-03-18T11:25:38
CONT-7BEA75F4,SESS-37BF121D,Returns & Refunds,Technology,Web,pt,1,0,1,,Tier1-Support,81,0.5347,0.3743,2026-03-07T03:02:54
CONT-6B8F19BB,SESS-796A34F8,Account Management,Retail,Mobile App,es,8,1,0,2.2,,266,0.5007,0.6323,2026-03-19T04:59:19
CONT-8F88EC99,SESS-92D74844,Account Management,Financial Services,Kiosk,es,1,1,0,4.5,,30,0.4186,0.7374,2026-03-27T22:59:13
CONT-0E37A8C4,SESS-0AA6F8D7,Subscription Management,Retail,Web,en,9,1,0,,,514,0.7026,0.7918,2026-03-26T10:22:56
CONT-A41CAFC5,SESS-166C94C5,Product Support,Healthcare,IVR,en,9,1,0,4.0,,191,0.4885,0.7354,2026-03-17T01:07:11
CONT-B2674BD3,SESS-8DEB6381,Subscription Management,Technology,Mobile App,ja,12,0,0,3.9,,410,0.6959,0.5124,2026-03-11T10:59:28
CONT-A0E240E5,SESS-0AB1C55A,Order Status,Technology,Kiosk,fr,13,0,1,3.3,Tier1-Support,130,0.683,0.4712,2026-03-10T07:55:36
CONT-D0EC3101,SESS-B1583AB7,Billing Inquiry,Financial Services,Web,ja,14,1,0,,,568,0.6721,0.7705,2026-03-21T07:26:54
CONT-BB94A959,SESS-78508D64,Order Status,Healthcare,IVR,en,17,0,1,2.0,Tier1-Support,784,0.5847,0.3539,2026-03-18T10:49:20
CONT-48F7AF9B,SESS-E3DB926F,Technical Troubleshooting,Healthcare,Kiosk,en,12,1,0,4.1,,1218,0.7849,0.86,2026-03-26T14:28:00
CONT-D0EA01A9,SESS-ED14D6C0,General Inquiry,Healthcare,Web,en,9,0,0,,,126,0.6329,0.443,2026-03-11T03:24:45
CONT-FFBEDFA1,SESS-9674B7D9,Password Reset,Travel,IVR,en,1,1,0,1.8,,55,0.2772,0.5189,2026-03-17T23:11:23
CONT-0A070F8F,SESS-E1650196,Technical Troubleshooting,Retail,Partner API,fr,16,1,0,,,1509,0.535,0.6745,2026-03-31T17:20:41
CONT-5DA95A95,SESS-CE649830,Product Support,Healthcare,IVR,en,18,1,0,,,726,0.8678,0.9075,2026-03-25T06:07:16
CONT-8723BBFD,SESS-90B0CB58,General Inquiry,Financial Services,Kiosk,fr,2,1,0,1.9,,90,0.595,0.652,2026-03-20T10:29:51
CONT-D9E2312D,SESS-77A2CCDF,Billing Inquiry,Technology,Partner API,en,20,0,0,3.1,,888,0.9043,0.5477,2026-03-14T08:04:49
CONT-6707D46A,SESS-DB3D25B8,Billing Inquiry,Healthcare,Mobile App,es,5,1,0,,,236,0.9317,0.9522,2026-03-10T11:28:47
CONT-0EF09BF7,SESS-10ACF11F,Technical Troubleshooting,Healthcare,IVR,en,6,1,0,,,82,0.4366,0.6056,2026-03-30T06:51:07
CONT-9364009E,SESS-C7297419,Product Support,Retail,Mobile App,en,3,0,1,,Billing-Ops,187,0.9011,0.6308,2026-03-30T22:27:35
CONT-42774430,SESS-0F7DDEC0,Loyalty Program,Financial Services,Mobile App,en,20,1,0,3.4,,898,0.7979,0.8232,2026-03-13T17:04:14
CONT-81ADF613,SESS-28B41C7C,Returns & Refunds,Technology,IVR,en,14,0,1,,Billing-Ops,1404,0.5892,0.4124,2026-03-16T22:25:13
CONT-1CB897BF,SESS-BA880736,Loyalty Program,Technology,Kiosk,en,10,1,0,1.8,,471,0.5406,0.6242,2026-03-18T14:26:35
CONT-689D98E6,SESS-F276B42F,General Inquiry,Travel,Partner API,en,12,1,0,,,300,0.9199,0.9439,2026-03-21T22:39:57
CONT-290FF715,SESS-CAAEF70D,Billing Inquiry,Financial Services,IVR,en,4,1,0,,,97,0.7961,0.8573,2026-03-21T23:36:41
CONT-8050A854,SESS-627CBD19,Order Status,Financial Services,Mobile App,en,19,0,0,,,2141,0.9366,0.6556,2026-04-04T14:46:43
CONT-1295C610,SESS-394E127B,Billing Inquiry,Retail,Mobile App,es,9,0,1,1.8,Tier1-Support,466,0.4655,0.2942,2026-03-19T06:31:37
CONT-FB10B23F,SESS-E9E7F7D7,Product Support,Technology,Mobile App,de,5,1,0,,,336,0.5021,0.6515,2026-03-17T04:08:24
CONT-08ADCF7B,SESS-759702BB,Password Reset,Retail,Web,pt,11,0,0,,,757,0.775,0.5425,2026-03-19T04:01:12
CONT-9F45712E,SESS-AB0784F9,Password Reset,Travel,Kiosk,en,4,0,1,,Tech-Escalation,75,0.7196,0.5037,2026-03-17T03:28:43
CONT-37DD737E,SESS-41632BE7,Product Support,Financial Services,Mobile App,fr,18,0,1,3.4,Tech-Escalation,1991,0.6723,0.4729,2026-04-02T02:56:53
CONT-2D3E53F2,SESS-1FAF164F,General Inquiry,Financial Services,Web,en,2,1,0,,,78,0.4578,0.6205,2026-03-19T20:11:19
CONT-BD1E3A02,SESS-4A2D7F19,Order Status,Technology,IVR,en,4,1,0,,,194,0.3622,0.5535,2026-03-14T04:52:33
CONT-F8CF2BE5,SESS-277E84D1,General Inquiry,Technology,Mobile App,en,19,1,0,,,917,0.6453,0.7517,2026-04-01T11:37:15
CONT-A03C58BE,SESS-08F5AB9A,Billing Inquiry,Financial Services,Kiosk,pt,6,0,1,,General-Service,124,0.5424,0.3797,2026-03-30T05:31:44
CONT-CEA9BBD9,SESS-89EF28FD,Order Status,Technology,IVR,es,20,1,0,2.8,,1199,0.3815,0.6206,2026-03-30T04:52:32
CONT-A03C58BE,SESS-A4105748,Billing Inquiry,Retail,IVR,fr,10,1,0,3.5,,141,0.929,0.8816,2026-03-07T20:28:43
CONT-79B73A9A,SESS-64C9716E,Returns & Refunds,Technology,IVR,en,18,1,0,4.9,,3312,0.4812,0.7865,2026-03-13T16:53:36
CONT-A283878C,SESS-E7D53FE2,Account Management,Travel,IVR,fr,3,0,0,,,77,0.5278,0.3695,2026-03-17T16:02:07
CONT-0AFA2582,SESS-0052BBFD,Order Status,Retail,Mobile App,es,7,1,0,,,208,0.6472,0.753,2026-03-15T13:58:49
CONT-C010BB26,SESS-C50E2DB7,Loyalty Program,Financial Services,IVR,pt,2,1,0,,,274,0.4961,0.6473,2026-03-23T10:43:34
CONT-F71FF0F5,SESS-B0D76E30,Account Management,Travel,Partner API,en,17,0,0,2.7,,621,0.692,0.4388,2026-03-16T09:30:29
CONT-4AB7F20F,SESS-5C3C8B9D,Loyalty Program,Financial Services,Partner API,en,20,0,0,,,1566,0.4773,0.3341,2026-03-23T13:59:00
CONT-6DB8BD3F,SESS-2CE4692B,Order Status,Technology,Partner API,en,15,1,0,1.6,,1017,1.0,0.796,2026-03-25T18:06:04
CONT-50B043BC,SESS-C9229FAE,Returns & Refunds,Technology,Partner API,en,20,1,0,,,479,0.7139,0.7997,2026-03-15T13:31:01
CONT-1CF6AFF0,SESS-4112FEAD,Returns & Refunds,Technology,IVR,en,12,1,0,,,235,0.6787,0.7751,2026-03-13T01:43:04
CONT-779F6953,SESS-0D05C858,Returns & Refunds,Healthcare,Partner API,en,11,0,0,,,833,0.7795,0.5456,2026-03-10T14:12:47
CONT-86B88B22,SESS-B77C68DB,Password Reset,Financial Services,Partner API,en,8,1,0,,,345,0.76,0.832,2026-03-21T12:42:47
CONT-81C99817,SESS-A9726E9D,Account Management,Travel,Web,en,12,1,0,,,395,0.8009,0.8606,2026-03-22T02:50:19
CONT-1734A2C6,SESS-D278877A,Returns & Refunds,Travel,Kiosk,en,17,1,0,4.9,,496,0.7472,0.8929,2026-03-24T09:21:43
CONT-736B7C25,SESS-9AFA28A2,Billing Inquiry,Healthcare,Partner API,en,7,0,1,,Tech-Escalation,319,0.8601,0.6021,2026-03-10T08:05:33
CONT-5B163177,SESS-AEFCD541,Loyalty Program,Retail,Web,en,9,0,0,,,348,1.0,0.7,2026-03-07T11:51:53
CONT-101ECD0D,SESS-29061E4D,Loyalty Program,Healthcare,Kiosk,es,14,1,0,1.7,,948,0.8378,0.7371,2026-04-04T14:40:24
CONT-AEA02CB7,SESS-813E8A97,Loyalty Program,Travel,Partner API,en,20,0,0,,,419,0.5539,0.3877,2026-04-03T18:53:58
CONT-81834572,SESS-E149BD0F,Account Management,Travel,Partner API,es,16,1,0,,,1477,0.3806,0.5664,2026-04-05T17:01:11
CONT-8AB12062,SESS-853051F1,Loyalty Program,Travel,Kiosk,en,12,1,0,,,702,0.434,0.6038,2026-04-04T20:56:19
CONT-16610C7A,SESS-92A52BA0,Returns & Refunds,Technology,IVR,en,16,1,0,,,1042,0.9376,0.9563,2026-04-03T17:38:22
CONT-BB74186E,SESS-0F31AA8D,Password Reset,Healthcare,IVR,en,4,1,0,,,137,0.8274,0.8792,2026-03-27T12:16:05
CONT-ABE4A5AE,SESS-763B45AD,Order Status,Technology,IVR,es,4,0,1,,Tier1-Support,97,0.6086,0.426,2026-03-19T02:09:38
CONT-3D18D14F,SESS-8BE6FADC,Order Status,Healthcare,IVR,es,10,1,0,4.3,,225,1.0,0.958,2026-03-28T16:41:28
CONT-2F5B6595,SESS-7D727179,Product Support,Technology,Mobile App,pt,10,1,0,2.3,,601,0.4886,0.6334,2026-03-29T08:18:27
CONT-915F55FC,SESS-1B0522AE,Returns & Refunds,Travel,Partner API,en,6,1,0,2.4,,460,0.3125,0.569,2026-04-03T18:06:55
CONT-42BDEFC9,SESS-C23C08B2,Billing Inquiry,Technology,Web,es,3,1,0,,,168,0.5955,0.7168,2026-03-08T00:59:13
CONT-F1327172,SESS-8503901D,Password Reset,Travel,Kiosk,en,12,1,0,,,1462,0.569,0.6983,2026-03-17T19:54:25
CONT-37DD737E,SESS-E6126A71,Returns & Refunds,Retail,Web,ja,11,1,0,,,1036,0.717,0.8019,2026-03-15T15:25:03
CONT-AD635E9D,SESS-5E83C949,Order Status,Travel,Partner API,en,12,1,0,4.9,,289,0.5109,0.7984,2026-03-27T09:32:28
CONT-36273E76,SESS-9E612D6A,Subscription Management,Financial Services,Web,en,6,0,0,4.1,,316,0.6627,0.5111,2026-03-10T09:19:41
CONT-38743AAD,SESS-CEA1425E,Billing Inquiry,Financial Services,Web,ja,15,1,0,2.6,,693,1.0,0.856,2026-03-30T21:52:45
CONT-0A19ADBF,SESS-0B7C9842,Account Management,Technology,Kiosk,en,1,1,0,,,59,0.3358,0.5351,2026-04-03T05:56:00
CONT-3A223E82,SESS-A5B2FE2D,Password Reset,Financial Services,Kiosk,en,5,0,1,3.2,Tier1-Support,134,0.6324,0.445,2026-03-07T02:03:40
CONT-3FE5B48A,SESS-40FC6B01,Billing Inquiry,Technology,Web,en,19,1,0,3.6,,1728,0.6187,0.7635,2026-04-05T01:47:48
CONT-E5E6F6FF,SESS-FD3B3584,Product Support,Technology,Mobile App,en,8,0,0,,,246,0.4697,0.3288,2026-03-26T06:16:26
CONT-C4A73A6B,SESS-16757B9F,Subscription Management,Travel,Kiosk,en,4,1,0,3.6,,1040,0.6138,0.7615,2026-03-07T03:13:46
CONT-FB242B56,SESS-A98C06FE,Password Reset,Travel,IVR,en,6,1,0,1.2,,323,0.027,0.3828,2026-03-30T00:31:51
CONT-CE667770,SESS-315DE6BD,Subscription Management,Travel,Kiosk,pt,6,0,1,2.9,Billing-Ops,244,0.5726,0.403,2026-03-08T10:45:22
CONT-F584256F,SESS-9406259E,Product Support,Financial Services,Partner API,pt,7,1,0,3.2,,202,0.4389,0.6676,2026-03-07T08:51:01
CONT-03FDCFCB,SESS-15391A04,Product Support,Technology,Partner API,en,14,1,0,1.0,,769,0.6468,0.6187,2026-04-05T13:47:53
CONT-9EB33CC6,SESS-8F476010,Password Reset,Retail,Kiosk,en,17,0,1,,Billing-Ops,673,0.6327,0.4429,2026-03-31T06:59:45
CONT-98BF530D,SESS-701870BB,Password Reset,Technology,Mobile App,en,5,1,0,,,268,0.6045,0.7232,2026-04-04T07:57:35
CONT-6AD9741D,SESS-3B8FD29A,Returns & Refunds,Retail,IVR,ja,7,1,0,,,180,0.865,0.9055,2026-04-04T22:31:26
CONT-9A46F7D0,SESS-B670D54D,Order Status,Travel,Mobile App,en,16,1,0,4.1,,341,0.6598,0.8099,2026-03-18T04:24:05
CONT-767EA564,SESS-3C35A7CF,Technical Troubleshooting,Financial Services,Kiosk,en,4,1,0,,,236,0.54,0.678,2026-03-24T21:57:24
CONT-CE4A6AD9,SESS-F0A348B6,Product Support,Financial Services,Partner API,en,20,0,1,,Tier1-Support,553,0.7213,0.5049,2026-04-04T17:26:21
CONT-795CCD60,SESS-9CB83197,Password Reset,Financial Services,Mobile App,en,17,1,0,,,590,0.9075,0.9352,2026-04-01T23:30:45
CONT-F1327172,SESS-DFD62C44,Account Management,Retail,Web,zh,6,0,0,,,498,1.0,0.7,2026-03-25T11:55:06
CONT-52ADD17C,SESS-F3718A67,Billing Inquiry,Financial Services,Partner API,zh,18,1,0,,,1267,0.3024,0.5117,2026-04-05T14:37:12
CONT-1481E547,SESS-BB895E5A,Technical Troubleshooting,Healthcare,Mobile App,pt,5,1,0,,,421,0.37,0.559,2026-03-26T18:54:36
CONT-F388E845,SESS-5FB01B67,Product Support,Retail,Mobile App,de,5,1,0,,,107,0.9155,0.9408,2026-03-10T18:33:22
CONT-33518E62,SESS-167D297D,Returns & Refunds,Technology,IVR,en,8,1,0,3.6,,267,0.8334,0.8494,2026-04-03T08:00:40
CONT-7D639276,SESS-C7C8CA2C,Loyalty Program,Healthcare,IVR,pt,12,0,0,,,444,0.3983,0.2788,2026-03-15T17:58:28
CONT-4D2BE78B,SESS-BA098AE2,General Inquiry,Technology,IVR,de,2,1,0,4.1,,67,0.5616,0.7706,2026-03-30T11:44:22
CONT-3EC1B585,SESS-32151BAB,Technical Troubleshooting,Travel,Mobile App,en,16,0,0,1.9,,1586,0.7541,0.4156,2026-03-31T12:08:41
CONT-ECC35534,SESS-0B180202,Loyalty Program,Retail,Web,en,8,0,1,2.5,Tier1-Support,94,0.4391,0.3256,2026-03-24T21:57:01
CONT-50825BFF,SESS-20F70597,General Inquiry,Travel,Web,en,14,1,0,,,780,0.5219,0.6653,2026-03-31T09:32:35
CONT-BAF5690B,SESS-137AA3AC,General Inquiry,Healthcare,Web,en,10,0,0,,,257,0.5975,0.4182,2026-03-11T10:00:36
CONT-6FAB134A,SESS-FE0A93C3,Password Reset,Travel,Kiosk,es,8,0,1,,Billing-Ops,712,0.8129,0.569,2026-03-21T10:58:40
CONT-7EB5AA38,SESS-794F0434,Password Reset,Technology,Mobile App,en,11,1,0,,,352,0.5649,0.6954,2026-03-24T21:32:50
CONT-B2DE920C,SESS-C51E591B,Billing Inquiry,Financial Services,Web,es,18,1,0,,,405,0.5002,0.6501,2026-03-27T08:24:06
CONT-3C4FE90D,SESS-568825FC,Billing Inquiry,Travel,IVR,fr,1,1,0,3.2,,50,0.9095,0.8558,2026-03-29T09:56:13
CONT-3B61623F,SESS-CE80B161,Billing Inquiry,Financial Services,Kiosk,en,14,0,0,,,260,0.1311,0.0918,2026-03-26T17:28:41
CONT-562723F4,SESS-483EAC3D,General Inquiry,Financial Services,Kiosk,en,19,1,0,3.8,,993,0.7268,0.8187,2026-03-12T04:16:54
CONT-55423872,SESS-471D24C1,Account Management,Financial Services,Kiosk,en,16,1,0,,,224,0.6099,0.7269,2026-03-30T19:33:39
CONT-44EE484F,SESS-0026C040,Account Management,Financial Services,Web,en,11,1,0,,,940,0.2914,0.504,2026-04-05T00:51:59
CONT-9C40CA66,SESS-22CC88A0,Product Support,Financial Services,Web,en,20,0,1,,Tech-Escalation,591,0.7342,0.5139,2026-04-02T11:10:40
CONT-28116D7D,SESS-353EBB2C,Subscription Management,Healthcare,IVR,en,10,1,0,2.8,,867,0.8029,0.7892,2026-03-26T07:17:04
CONT-DD5A036E,SESS-4F1C0DC1,Returns & Refunds,Financial Services,Mobile App,en,10,0,1,2.9,Tech-Escalation,779,0.4411,0.3504,2026-04-05T01:12:19
CONT-9F50C471,SESS-3DA2AEE4,Returns & Refunds,Healthcare,Kiosk,en,5,1,0,,,163,0.6991,0.7894,2026-03-31T14:02:37
CONT-1324F705,SESS-2025A9DF,Account Management,Healthcare,Web,en,20,0,1,,Tech-Escalation,619,0.3237,0.2266,2026-03-17T03:34:03
CONT-F07C0D83,SESS-4655D25B,Account Management,Financial Services,Kiosk,en,15,1,0,,,698,0.6868,0.7808,2026-03-26T03:43:57
CONT-7B0643E6,SESS-748DDA2F,Order Status,Financial Services,Web,zh,20,0,0,,,474,0.6334,0.4434,2026-03-21T21:38:10
CONT-8723BBFD,SESS-D376EDB1,General Inquiry,Technology,Mobile App,en,3,1,0,,,244,0.595,0.7165,2026-04-02T00:43:56
CONT-B0216D15,SESS-425A4ED0,Technical Troubleshooting,Technology,Kiosk,zh,17,0,1,4.8,Tier1-Support,626,0.6567,0.5507,2026-03-16T23:08:06
CONT-1D393C13,SESS-B0EB98EA,Technical Troubleshooting,Healthcare,Kiosk,en,20,1,0,,,1175,0.7283,0.8098,2026-03-14T09:43:02
CONT-C42BF724,SESS-654E071D,Technical Troubleshooting,Healthcare,Kiosk,de,16,0,0,1.6,,356,0.7574,0.399,2026-03-09T10:06:38
CONT-E68DBF95,SESS-24DCA297,Account Management,Technology,Mobile App,es,10,1,0,3.3,,135,0.5506,0.7182,2026-03-30T13:20:05
CONT-8B48AF51,SESS-8DE63821,Billing Inquiry,Retail,Kiosk,en,7,1,0,1.9,,208,0.7339,0.7076,2026-04-01T12:29:08
CONT-63F83D66,SESS-B371ABAE,Billing Inquiry,Healthcare,Web,en,6,0,1,,Tier1-Support,240,0.7665,0.5366,2026-03-16T18:19:34
CONT-E35887D8,SESS-E0F0D148,General Inquiry,Financial Services,Mobile App,en,11,0,1,,General-Service,289,0.8109,0.5676,2026-03-20T18:36:56
CONT-4275C0C8,SESS-3B654DDC,Returns & Refunds,Healthcare,IVR,en,17,0,1,,Tech-Escalation,777,1.0,0.7,2026-03-07T00:00:08
CONT-8AB8E81B,SESS-C2C96E6C,Account Management,Financial Services,Mobile App,en,11,0,0,,,760,0.9419,0.6593,2026-03-07T17:59:48
CONT-66FB8E5C,SESS-5A96E886,Technical Troubleshooting,Healthcare,Web,en,12,1,0,,,159,0.7548,0.8284,2026-04-02T20:56:14
CONT-9B273C34,SESS-A13F25EF,Password Reset,Travel,Partner API,en,17,0,1,,Tier1-Support,1491,0.3585,0.251,2026-03-13T21:13:06
CONT-5ADAB553,SESS-BC9B0A22,Product Support,Financial Services,Web,fr,7,0,0,3.8,,184,0.9333,0.6013,2026-03-12T22:43:37
CONT-37CF04D0,SESS-A4A309F2,General Inquiry,Technology,Web,en,2,1,0,,,89,0.6495,0.7546,2026-03-11T14:01:40
CONT-CB8A1405,SESS-E1006ADC,Password Reset,Technology,Partner API,en,16,1,0,,,930,0.6483,0.7538,2026-03-28T14:24:31
CONT-458A5713,SESS-DB21E9F9,Password Reset,Healthcare,Web,de,16,1,0,1.7,,741,0.899,0.7616,2026-03-23T02:15:58
CONT-4F47B1CD,SESS-D5F17414,General Inquiry,Technology,IVR,en,18,1,0,3.4,,950,0.5888,0.7395,2026-03-18T13:20:47
CONT-20D95D21,SESS-3A205C4C,Password Reset,Financial Services,Partner API,fr,15,1,0,3.9,,371,0.4746,0.7238,2026-03-22T00:24:28
CONT-EF845405,SESS-CA03E64F,Subscription Management,Technology,Mobile App,es,17,0,1,,Tier1-Support,546,0.7547,0.5283,2026-03-16T06:29:50
CONT-008862EE,SESS-2D2ED256,Technical Troubleshooting,Travel,Mobile App,en,17,1,0,5.0,,401,0.2807,0.7123,2026-04-05T15:38:52
CONT-0717A5C0,SESS-CECBF9B2,Product Support,Travel,Web,en,8,0,0,3.0,,308,0.8094,0.5038,2026-03-24T20:04:39
CONT-E279A545,SESS-7295C139,Technical Troubleshooting,Retail,Web,pt,3,0,1,,Billing-Ops,133,0.4988,0.3492,2026-04-02T18:10:45
CONT-4556C428,SESS-9513B7B0,Password Reset,Retail,Mobile App,en,8,1,0,,,742,0.7429,0.82,2026-03-30T00:52:51
CONT-586E7E0A,SESS-1424D6F1,Product Support,Financial Services,Kiosk,zh,12,1,0,,,577,0.584,0.7088,2026-03-09T12:45:53
CONT-0717A5C0,SESS-0FE41879,Technical Troubleshooting,Retail,IVR,en,14,1,0,,,412,0.8465,0.8926,2026-04-04T05:26:37
CONT-0413F714,SESS-5E3A7382,Password Reset,Healthcare,Kiosk,es,13,1,0,1.1,,800,0.4577,0.5491,2026-03-26T06:23:29
CONT-98A8E3F0,SESS-3139D162,Password Reset,Travel,Partner API,pt,4,1,0,,,202,0.8565,0.8996,2026-03-10T18:01:18
CONT-1EB523C1,SESS-AE17A8A5,Subscription Management,Technology,Partner API,en,11,1,0,4.9,,142,0.6261,0.8444,2026-03-22T15:36:12
CONT-6A7DFE5C,SESS-5214F46F,Account Management,Technology,Mobile App,zh,6,0,0,,,127,0.9321,0.6525,2026-03-28T18:40:53
CONT-3519143E,SESS-528B8704,Order Status,Retail,Web,en,3,0,1,,General-Service,131,0.29,0.203,2026-03-07T12:53:22
CONT-ADFD0471,SESS-64D3E250,Account Management,Technology,Partner API,en,13,0,1,,Tier1-Support,1099,0.5827,0.4079,2026-03-24T09:10:04
CONT-8300A264,SESS-7499F192,Technical Troubleshooting,Travel,Kiosk,ja,11,1,0,5.0,,500,0.9981,0.9992,2026-03-20T02:15:12
CONT-3A96652D,SESS-3C413BC9,Technical Troubleshooting,Financial Services,IVR,es,10,1,0,1.1,,254,0.6853,0.6401,2026-04-03T06:43:19
CONT-0240CD87,SESS-A60BBAE7,Billing Inquiry,Healthcare,Mobile App,en,2,1,0,,,57,0.5809,0.7066,2026-04-04T14:10:15
CONT-6E7FBDD3,SESS-824FEA17,Loyalty Program,Financial Services,Mobile App,en,14,1,0,,,1216,0.8534,0.8974,2026-04-05T03:35:51
CONT-48EF8892,SESS-91C397E5,Technical Troubleshooting,Travel,IVR,en,20,1,0,,,1106,0.183,0.4281,2026-04-05T10:09:22
CONT-CE667770,SESS-6968A262,Loyalty Program,Healthcare,Web,en,18,1,0,5.0,,664,0.3642,0.7457,2026-03-13T23:26:05
CONT-D103997F,SESS-C5651C16,Technical Troubleshooting,Retail,Kiosk,en,20,1,0,,,1188,0.8858,0.9201,2026-03-25T11:52:56
CONT-9C884F93,SESS-9450D267,Order Status,Healthcare,IVR,en,13,1,0,3.7,,741,0.8721,0.8708,2026-04-01T18:02:27
CONT-0EBD5A52,SESS-6F466950,Password Reset,Financial Services,Web,en,5,1,0,,,220,0.7286,0.81,2026-04-02T22:03:22
CONT-586E7E0A,SESS-F17C5196,Account Management,Travel,Kiosk,de,2,0,1,,Billing-Ops,75,0.5071,0.355,2026-03-25T02:58:02
CONT-3E555CE6,SESS-5BACC744,Order Status,Travel,Kiosk,en,5,1,0,2.7,,169,0.4772,0.6529,2026-03-14T12:47:30
CONT-9A73CD5C,SESS-EF7AF84C,Returns & Refunds,Technology,IVR,en,1,1,0,1.3,,55,0.785,0.692,2026-03-21T22:06:25
CONT-120B3B42,SESS-57B0B66E,Loyalty Program,Retail,Kiosk,en,1,0,0,,,59,0.7506,0.5254,2026-04-05T16:09:47
CONT-1C422D0D,SESS-0393F500,Technical Troubleshooting,Technology,Mobile App,en,7,1,0,,,265,0.7998,0.8599,2026-03-24T17:54:43
CONT-67F31972,SESS-4E7628F0,Loyalty Program,Retail,Kiosk,zh,13,1,0,,,329,0.9809,0.9866,2026-03-23T03:25:25
CONT-47E1D74D,SESS-62DE67C8,Loyalty Program,Healthcare,Mobile App,en,12,1,0,4.0,,1246,0.7042,0.8217,2026-03-16T03:25:10
CONT-405BE034,SESS-0D581682,Loyalty Program,Technology,Mobile App,pt,17,0,0,3.0,,630,0.8699,0.528,2026-03-24T10:32:42
CONT-3CDB115A,SESS-87116B0D,Password Reset,Retail,Mobile App,en,9,1,0,,,468,0.6108,0.7276,2026-03-26T05:42:06
CONT-A306B395,SESS-15A9566E,Loyalty Program,Technology,IVR,fr,9,0,1,,Tier1-Support,306,0.7396,0.5177,2026-03-24T03:16:12
CONT-FB10B23F,SESS-CEB98BDC,Returns & Refunds,Travel,IVR,en,14,1,0,1.3,,989,0.9253,0.7481,2026-03-08T05:52:40
CONT-01961600,SESS-6885EC7B,Billing Inquiry,Travel,Partner API,en,1,1,0,,,113,0.6676,0.7673,2026-03-18T06:05:40
CONT-08A73100,SESS-E2B15769,Billing Inquiry,Retail,Partner API,en,1,0,0,,,37,0.4547,0.3183,2026-03-26T04:28:03
CONT-DCCB32F7,SESS-D65A99A5,General Inquiry,Travel,Kiosk,en,11,1,0,,,210,0.7061,0.7943,2026-03-28T12:18:53
CONT-2609898C,SESS-5C1D8C0F,Returns & Refunds,Retail,Mobile App,en,17,1,0,,,1272,0.4955,0.6468,2026-04-01T18:09:37
CONT-21D54216,SESS-4C436551,Product Support,Retail,IVR,en,9,0,0,,,435,0.6094,0.4266,2026-04-03T13:41:36
CONT-1CE5FE20,SESS-AA629966,Password Reset,Travel,Partner API,en,18,0,0,,,1148,0.5589,0.3912,2026-03-22T22:08:04
CONT-DF621541,SESS-CDC4F36B,Returns & Refunds,Technology,Partner API,en,4,1,0,,,339,0.5516,0.6861,2026-03-08T00:37:23
